"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 21 06:29:10 GMT 2024","Thu Nov 21 06:31:31 GMT 2024","141061","","","","","","Restore Gut Supplement funnel -- @1.3 ",""
"passed","Thu Nov 21 06:31:31 GMT 2024","Thu Nov 21 06:33:51 GMT 2024","139498","","","","","","Restore Gut Supplement funnel -- @1.4 ",""
"passed","Thu Nov 21 06:34:33 GMT 2024","Thu Nov 21 06:36:22 GMT 2024","109066","","","","","","Restore Gut Supplement funnel -- @1.6 ",""
"failed","Thu Nov 21 06:05:33 GMT 2024","Thu Nov 21 06:06:15 GMT 2024","42204","","","","","","Restore Sleep Supplement funnel -- @1.7 ",""
"passed","Thu Nov 21 06:55:20 GMT 2024","Thu Nov 21 06:57:33 GMT 2024","133333","","","","","","Restore Gut Supplement funnel -- @1.16 ",""
"passed","Thu Nov 21 05:25:23 GMT 2024","Thu Nov 21 05:28:00 GMT 2024","156287","","","","","","Unbroken funnel -- @1.4 ",""
"failed","Thu Nov 21 06:47:32 GMT 2024","Thu Nov 21 06:48:15 GMT 2024","42341","","","","","","Restore Gut Supplement funnel -- @1.12 ",""
"passed","Thu Nov 21 06:08:37 GMT 2024","Thu Nov 21 06:10:27 GMT 2024","110161","","","","","","Restore Sleep Supplement funnel -- @1.9 ",""
"passed","Thu Nov 21 05:42:27 GMT 2024","Thu Nov 21 05:44:28 GMT 2024","121124","","","","","","Unbroken funnel -- @1.13 ",""
"passed","Thu Nov 21 06:41:00 GMT 2024","Thu Nov 21 06:43:23 GMT 2024","143021","","","","","","Restore Gut Supplement funnel -- @1.9 ",""
"passed","Thu Nov 21 06:26:50 GMT 2024","Thu Nov 21 06:29:10 GMT 2024","140220","","","","","","Restore Gut Supplement funnel -- @1.2 ",""
"passed","Thu Nov 21 06:06:15 GMT 2024","Thu Nov 21 06:08:37 GMT 2024","141275","","","","","","Restore Sleep Supplement funnel -- @1.8 ",""
"passed","Thu Nov 21 05:36:34 GMT 2024","Thu Nov 21 05:38:11 GMT 2024","96413","","","","","","Unbroken funnel -- @1.9 ",""
"passed","Thu Nov 21 05:39:00 GMT 2024","Thu Nov 21 05:40:34 GMT 2024","94192","","","","","","Unbroken funnel -- @1.11 ",""
"passed","Thu Nov 21 05:59:07 GMT 2024","Thu Nov 21 06:00:57 GMT 2024","109039","","","","","","Restore Sleep Supplement funnel -- @1.4 ",""
"passed","Thu Nov 21 06:38:43 GMT 2024","Thu Nov 21 06:41:00 GMT 2024","137237","","","","","","Restore Gut Supplement funnel -- @1.8 ",""
"passed","Thu Nov 21 06:20:31 GMT 2024","Thu Nov 21 06:22:45 GMT 2024","134853","","","","","","Restore Sleep Supplement funnel -- @1.15 ",""
"passed","Thu Nov 21 05:32:03 GMT 2024","Thu Nov 21 05:34:28 GMT 2024","145250","","","","","","Unbroken funnel -- @1.7 ",""
