"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 26 23:17:24 GMT 2025","Tue Aug 26 23:19:54 GMT 2025","150838","","","","","","Restore Vision Supplement funnel -- @1.4 ",""
"passed","Tue Aug 26 23:26:52 GMT 2025","Tue Aug 26 23:29:20 GMT 2025","148246","","","","","","Restore Vision Supplement funnel -- @1.8 ",""
"passed","Tue Aug 26 21:38:31 GMT 2025","Tue Aug 26 21:40:40 GMT 2025","129151","","","","","","Unbroken live funnel -- @1.12 ",""
"passed","Tue Aug 26 22:26:48 GMT 2025","Tue Aug 26 22:27:53 GMT 2025","65806","","","","","","Ageless Live nightly -- @1.2 ",""
"passed","Tue Aug 26 22:16:14 GMT 2025","Tue Aug 26 22:17:04 GMT 2025","49553","","","","","","BB Evergreen nightly -- @1.1 ",""
"passed","Tue Aug 26 21:27:53 GMT 2025","Tue Aug 26 21:30:07 GMT 2025","134143","","","","","","Unbroken live funnel -- @1.6 ",""
"passed","Tue Aug 26 23:46:22 GMT 2025","Tue Aug 26 23:48:48 GMT 2025","146322","","","","","","Restore Vision Supplement funnel -- @1.16 ",""
"passed","Tue Aug 26 21:43:18 GMT 2025","Tue Aug 26 21:46:10 GMT 2025","172518","","","","","","Unbroken live funnel -- @1.14 ",""
"passed","Tue Aug 26 22:36:16 GMT 2025","Tue Aug 26 22:39:38 GMT 2025","202290","","","","","","IS Evergreen nightly -- @1.1 ",""
"passed","Tue Aug 26 21:52:21 GMT 2025","Tue Aug 26 21:54:40 GMT 2025","139304","","","","","","Unbroken live funnel -- @1.17 ",""
"passed","Tue Aug 26 21:30:07 GMT 2025","Tue Aug 26 21:32:29 GMT 2025","141449","","","","","","Unbroken live funnel -- @1.7 ",""
"failed","Tue Aug 26 21:32:29 GMT 2025","Tue Aug 26 21:33:27 GMT 2025","57760","","","","","","Unbroken live funnel -- @1.8 ",""
"passed","Tue Aug 26 21:25:28 GMT 2025","Tue Aug 26 21:27:53 GMT 2025","145322","","","","","","Unbroken live funnel -- @1.5 ",""
"passed","Tue Aug 26 21:46:10 GMT 2025","Tue Aug 26 21:49:33 GMT 2025","202588","","","","","","Unbroken live funnel -- @1.15 ",""
