"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 26 09:46:56 GMT 2025","Fri Sep 26 09:47:33 GMT 2025","36635","","","","","","BB Live nightly -- @1.1 ",""
"passed","Fri Sep 26 09:47:33 GMT 2025","Fri Sep 26 09:50:30 GMT 2025","177826","","","","","","BB Live nightly -- @1.2 ",""
"failed","Fri Sep 26 10:24:35 GMT 2025","Fri Sep 26 10:25:37 GMT 2025","62154","","","","","","TWL Evergreen regular nightly -- @1.2 ",""
"passed","Fri Sep 26 09:50:30 GMT 2025","Fri Sep 26 09:51:09 GMT 2025","38490","","","","","","BB Evergreen nightly -- @1.1 ",""
"failed","Fri Sep 26 10:25:51 GMT 2025","Fri Sep 26 10:25:58 GMT 2025","6702","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.1 ",""
"passed","Fri Sep 26 09:43:13 GMT 2025","Fri Sep 26 09:46:17 GMT 2025","184878","","","","","","Unbroken evergreen funnel -- @1.1 ",""
"passed","Fri Sep 26 10:05:16 GMT 2025","Fri Sep 26 10:05:55 GMT 2025","38755","","","","","","KM Live nightly -- @1.2 ",""
"failed","Fri Sep 26 10:29:11 GMT 2025","Fri Sep 26 10:29:17 GMT 2025","5544","","","","","","Restore Detox Supplement nightly -- @1.1 ",""
"passed","Fri Sep 26 10:26:55 GMT 2025","Fri Sep 26 10:29:11 GMT 2025","136263","","","","","","Restore Vision Supplement nightly -- @1.2 ",""
"passed","Fri Sep 26 10:29:22 GMT 2025","Fri Sep 26 10:29:58 GMT 2025","35480","","","","","","Restore Vision - Buy 2, Get 3 Free bottles Supplement nightly -- @1.1 ",""
"failed","Fri Sep 26 09:57:52 GMT 2025","Fri Sep 26 10:01:16 GMT 2025","203363","","","","","","Ageless Live nightly -- @1.1 ",""
"passed","Fri Sep 26 10:09:40 GMT 2025","Fri Sep 26 10:12:38 GMT 2025","177701","","","","","","IS Evergreen nightly -- @1.1 ",""
"failed","Fri Sep 26 10:26:11 GMT 2025","Fri Sep 26 10:26:18 GMT 2025","6127","","","","","","Restore Gut Supplement nightly -- @1.2 ",""
"passed","Fri Sep 26 10:26:18 GMT 2025","Fri Sep 26 10:26:55 GMT 2025","37544","","","","","","Restore Vision Supplement nightly -- @1.1 ",""
"failed","Fri Sep 26 10:25:44 GMT 2025","Fri Sep 26 10:25:51 GMT 2025","7033","","","","","","Restore Sleep Supplement nightly -- @1.2 ",""
"failed","Fri Sep 26 10:29:17 GMT 2025","Fri Sep 26 10:29:22 GMT 2025","5173","","","","","","Restore Detox Supplement nightly -- @1.2 ",""
"failed","Fri Sep 26 10:16:50 GMT 2025","Fri Sep 26 10:20:14 GMT 2025","204022","","","","","","TWL Evergreen direct nightly -- @1.1 ",""
"passed","Fri Sep 26 09:57:13 GMT 2025","Fri Sep 26 09:57:52 GMT 2025","39566","","","","","","Ageless Evergreen nightly -- @1.2 ",""
"failed","Fri Sep 26 10:25:37 GMT 2025","Fri Sep 26 10:25:44 GMT 2025","6860","","","","","","Restore Sleep Supplement nightly -- @1.1 ",""
"passed","Fri Sep 26 09:40:03 GMT 2025","Fri Sep 26 09:40:41 GMT 2025","37791","","","","","","Unbroken live nightly -- @1.1 ",""
"passed","Fri Sep 26 10:29:58 GMT 2025","Fri Sep 26 10:32:09 GMT 2025","131487","","","","","","Restore Vision - Buy 2, Get 3 Free bottles Supplement nightly -- @1.2 ",""
"failed","Fri Sep 26 10:21:12 GMT 2025","Fri Sep 26 10:24:35 GMT 2025","203578","","","","","","TWL Evergreen regular nightly -- @1.1 ",""
"failed","Fri Sep 26 10:01:52 GMT 2025","Fri Sep 26 10:05:16 GMT 2025","203552","","","","","","KM Live nightly -- @1.1 ",""
"passed","Fri Sep 26 10:08:54 GMT 2025","Fri Sep 26 10:09:40 GMT 2025","46219","","","","","","KM Evergreen nightly -- @1.2 ",""
"passed","Fri Sep 26 09:40:41 GMT 2025","Fri Sep 26 09:43:13 GMT 2025","152029","","","","","","Unbroken live nightly -- @1.2 ",""
"passed","Fri Sep 26 09:51:09 GMT 2025","Fri Sep 26 09:54:10 GMT 2025","181492","","","","","","BB Evergreen nightly -- @1.2 ",""
"failed","Fri Sep 26 10:25:58 GMT 2025","Fri Sep 26 10:26:05 GMT 2025","7377","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.2 ",""
"passed","Fri Sep 26 09:54:10 GMT 2025","Fri Sep 26 09:57:13 GMT 2025","182497","","","","","","Ageless Evergreen nightly -- @1.1 ",""
"passed","Fri Sep 26 10:05:55 GMT 2025","Fri Sep 26 10:08:54 GMT 2025","179462","","","","","","KM Evergreen nightly -- @1.1 ",""
"passed","Fri Sep 26 10:16:16 GMT 2025","Fri Sep 26 10:16:50 GMT 2025","34241","","","","","","TF Evergreen nightly -- @1.2 ",""
"failed","Fri Sep 26 10:26:05 GMT 2025","Fri Sep 26 10:26:11 GMT 2025","6054","","","","","","Restore Gut Supplement nightly -- @1.1 ",""
"failed","Fri Sep 26 10:20:14 GMT 2025","Fri Sep 26 10:21:12 GMT 2025","57347","","","","","","TWL Evergreen direct nightly -- @1.2 ",""
"passed","Fri Sep 26 09:46:17 GMT 2025","Fri Sep 26 09:46:56 GMT 2025","38462","","","","","","Unbroken evergreen funnel -- @1.2 ",""
"passed","Fri Sep 26 10:01:16 GMT 2025","Fri Sep 26 10:01:52 GMT 2025","36557","","","","","","Ageless Live nightly -- @1.2 ",""
"passed","Fri Sep 26 10:13:18 GMT 2025","Fri Sep 26 10:16:16 GMT 2025","178341","","","","","","TF Evergreen nightly -- @1.1 ",""
"passed","Fri Sep 26 10:12:38 GMT 2025","Fri Sep 26 10:13:18 GMT 2025","39665","","","","","","IS Evergreen nightly -- @1.2 ",""
