"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Apr 14 21:30:52 GMT 2025","Mon Apr 14 21:31:41 GMT 2025","48982","","","","","","Unbroken evergreen funnel -- @1.17 ",""
"passed","Mon Apr 14 22:24:11 GMT 2025","Mon Apr 14 22:25:42 GMT 2025","90946","","","","","","KM Live funnel -- @1.23 ",""
"failed","Mon Apr 14 21:20:13 GMT 2025","Mon Apr 14 21:21:02 GMT 2025","48707","","","","","","Unbroken evergreen funnel -- @1.4 ",""
"failed","Mon Apr 14 21:27:34 GMT 2025","Mon Apr 14 21:28:22 GMT 2025","48216","","","","","","Unbroken evergreen funnel -- @1.13 ",""
"passed","Mon Apr 14 22:15:24 GMT 2025","Mon Apr 14 22:18:02 GMT 2025","158081","","","","","","KM Live funnel -- @1.19 ",""
"passed","Mon Apr 14 21:48:38 GMT 2025","Mon Apr 14 21:50:40 GMT 2025","122737","","","","","","KM Live funnel -- @1.7 ",""
"passed","Mon Apr 14 22:18:02 GMT 2025","Mon Apr 14 22:20:16 GMT 2025","133241","","","","","","KM Live funnel -- @1.20 ",""
"failed","Mon Apr 14 22:40:31 GMT 2025","Mon Apr 14 22:40:31 GMT 2025","642","","","","","","Ageless Live nightly -- @1.1 ",""
"passed","Mon Apr 14 21:44:24 GMT 2025","Mon Apr 14 21:46:31 GMT 2025","126821","","","","","","KM Live funnel -- @1.5 ",""
"passed","Mon Apr 14 22:20:16 GMT 2025","Mon Apr 14 22:21:51 GMT 2025","95251","","","","","","KM Live funnel -- @1.21 ",""
"passed","Mon Apr 14 22:02:32 GMT 2025","Mon Apr 14 22:04:40 GMT 2025","127807","","","","","","KM Live funnel -- @1.13 ",""
"passed","Mon Apr 14 22:07:27 GMT 2025","Mon Apr 14 22:10:17 GMT 2025","169440","","","","","","KM Live funnel -- @1.15 ",""
"failed","Mon Apr 14 21:18:19 GMT 2025","Mon Apr 14 21:19:24 GMT 2025","65372","","","","","","Unbroken evergreen funnel -- @1.2 ",""
"failed","Mon Apr 14 21:21:50 GMT 2025","Mon Apr 14 21:22:39 GMT 2025","48810","","","","","","Unbroken evergreen funnel -- @1.6 ",""
"passed","Mon Apr 14 22:14:22 GMT 2025","Mon Apr 14 22:15:24 GMT 2025","62531","","","","","","KM Live funnel -- @1.18 ",""
