"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 22 05:56:24 GMT 2025","Sat Feb 22 05:58:26 GMT 2025","121863","","","","","","BB Live funnel -- @1.20 ",""
"passed","Sat Feb 22 05:53:59 GMT 2025","Sat Feb 22 05:56:24 GMT 2025","144749","","","","","","BB Live funnel -- @1.19 ",""
"passed","Sat Feb 22 05:49:33 GMT 2025","Sat Feb 22 05:51:36 GMT 2025","123274","","","","","","BB Live funnel -- @1.16 ",""
"passed","Sat Feb 22 05:30:14 GMT 2025","Sat Feb 22 05:32:02 GMT 2025","108655","","","","","","BB Live funnel -- @1.7 ",""
"passed","Sat Feb 22 05:42:37 GMT 2025","Sat Feb 22 05:44:30 GMT 2025","112835","","","","","","BB Live funnel -- @1.13 ",""
"passed","Sat Feb 22 06:27:53 GMT 2025","Sat Feb 22 06:28:36 GMT 2025","43626","","","","","","Restore Gut Supplement nightly -- @1.1 ",""
"passed","Sat Feb 22 05:47:03 GMT 2025","Sat Feb 22 05:49:33 GMT 2025","150150","","","","","","BB Live funnel -- @1.15 ",""
"passed","Sat Feb 22 05:35:33 GMT 2025","Sat Feb 22 05:38:07 GMT 2025","154561","","","","","","BB Live funnel -- @1.10 ",""
"passed","Sat Feb 22 06:03:57 GMT 2025","Sat Feb 22 06:06:32 GMT 2025","155213","","","","","","Unbroken live nightly -- @1.2 ",""
"passed","Sat Feb 22 05:33:37 GMT 2025","Sat Feb 22 05:35:33 GMT 2025","116106","","","","","","BB Live funnel -- @1.9 ",""
"passed","Sat Feb 22 06:03:14 GMT 2025","Sat Feb 22 06:03:57 GMT 2025","43285","","","","","","Unbroken live nightly -- @1.1 ",""
"passed","Sat Feb 22 06:01:54 GMT 2025","Sat Feb 22 06:03:14 GMT 2025","79539","","","","","","BB Live funnel -- @1.23 ",""
"passed","Sat Feb 22 06:10:59 GMT 2025","Sat Feb 22 06:14:01 GMT 2025","181881","","","","","","BB Live nightly -- @1.2 ",""
"passed","Sat Feb 22 05:32:02 GMT 2025","Sat Feb 22 05:33:37 GMT 2025","94391","","","","","","BB Live funnel -- @1.8 ",""
"passed","Sat Feb 22 05:58:26 GMT 2025","Sat Feb 22 05:59:49 GMT 2025","82942","","","","","","BB Live funnel -- @1.21 ",""
"passed","Sat Feb 22 06:24:45 GMT 2025","Sat Feb 22 06:25:29 GMT 2025","44407","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.1 ",""
"passed","Sat Feb 22 05:59:49 GMT 2025","Sat Feb 22 06:01:54 GMT 2025","125583","","","","","","BB Live funnel -- @1.22 ",""
