"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","148424","Restore Gut Supplement funnel -- @1.8 ","","2026-03-10","passed","2026-03-10","","","",""
"","150224","Restore Gut Supplement funnel -- @1.15 ","","2026-03-10","passed","2026-03-10","","","",""
"","145725","Restore Gut Supplement funnel -- @1.11 ","","2026-03-10","passed","2026-03-10","","","",""
"","143265","Restore Gut Supplement funnel -- @1.5 ","","2026-03-10","passed","2026-03-10","","","",""
"","149057","Restore Gut Supplement funnel -- @1.12 ","","2026-03-10","passed","2026-03-10","","","",""
"","149384","Restore Gut Supplement funnel -- @1.9 ","","2026-03-10","passed","2026-03-10","","","",""
"","151311","Restore Gut Supplement funnel -- @1.2 ","","2026-03-10","passed","2026-03-10","","","",""
"","147622","Restore Gut Supplement funnel -- @1.16 ","","2026-03-10","passed","2026-03-10","","","",""
"","149235","Restore Gut Supplement funnel -- @1.14 ","","2026-03-10","passed","2026-03-10","","","",""
"","148151","Restore Gut Supplement funnel -- @1.7 ","","2026-03-10","passed","2026-03-10","","","",""
"","166471","Restore Gut Supplement funnel -- @1.13 ","","2026-03-10","failed","2026-03-10","","","",""
"","134530","Restore Gut Supplement funnel -- @1.10 ","","2026-03-10","failed","2026-03-10","","","",""
"","148670","Restore Gut Supplement funnel -- @1.3 ","","2026-03-10","passed","2026-03-10","","","",""
"","116797","Restore Gut Supplement funnel -- @1.6 ","","2026-03-10","passed","2026-03-10","","","",""
"","149559","Restore Gut Supplement funnel -- @1.4 ","","2026-03-10","passed","2026-03-10","","","",""
"","114890","Restore Gut Supplement funnel -- @1.1 ","","2026-03-10","passed","2026-03-10","","","",""
