"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Nightly tests","","5","0","31","0","0"
"","Docuseries tests","","4","0","17","0","0"
"","Supplement tests","","0","0","16","0","0"
