"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 21 05:31:18 GMT 2025","Fri Feb 21 05:33:12 GMT 2025","114411","","","","","","BB Live funnel -- @1.7 ",""
"passed","Fri Feb 21 06:06:02 GMT 2025","Fri Feb 21 06:08:38 GMT 2025","156092","","","","","","Unbroken live nightly -- @1.2 ",""
"passed","Fri Feb 21 05:21:00 GMT 2025","Fri Feb 21 05:23:09 GMT 2025","128741","","","","","","BB Live funnel -- @1.2 ",""
"passed","Fri Feb 21 05:27:24 GMT 2025","Fri Feb 21 05:29:21 GMT 2025","117119","","","","","","BB Live funnel -- @1.5 ",""
"passed","Fri Feb 21 05:53:18 GMT 2025","Fri Feb 21 05:54:55 GMT 2025","96183","","","","","","BB Live funnel -- @1.17 ",""
"passed","Fri Feb 21 06:11:46 GMT 2025","Fri Feb 21 06:12:31 GMT 2025","45170","","","","","","Unbroken evergreen funnel -- @1.2 ",""
"passed","Fri Feb 21 05:48:33 GMT 2025","Fri Feb 21 05:51:10 GMT 2025","156601","","","","","","BB Live funnel -- @1.15 ",""
"passed","Fri Feb 21 06:27:22 GMT 2025","Fri Feb 21 06:28:10 GMT 2025","48635","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.1 ",""
"passed","Fri Feb 21 05:36:47 GMT 2025","Fri Feb 21 05:39:23 GMT 2025","156308","","","","","","BB Live funnel -- @1.10 ",""
"passed","Fri Feb 21 05:54:55 GMT 2025","Fri Feb 21 05:55:48 GMT 2025","52971","","","","","","BB Live funnel -- @1.18 ",""
"passed","Fri Feb 21 05:45:56 GMT 2025","Fri Feb 21 05:48:33 GMT 2025","157359","","","","","","BB Live funnel -- @1.14 ",""
"passed","Fri Feb 21 06:30:36 GMT 2025","Fri Feb 21 06:31:18 GMT 2025","42407","","","","","","Restore Gut Supplement nightly -- @1.1 ",""
"passed","Fri Feb 21 06:12:31 GMT 2025","Fri Feb 21 06:13:18 GMT 2025","46326","","","","","","BB Live nightly -- @1.1 ",""
"passed","Fri Feb 21 05:41:21 GMT 2025","Fri Feb 21 05:44:00 GMT 2025","158282","","","","","","BB Live funnel -- @1.12 ",""
"passed","Fri Feb 21 05:25:18 GMT 2025","Fri Feb 21 05:27:24 GMT 2025","126068","","","","","","BB Live funnel -- @1.4 ",""
"passed","Fri Feb 21 06:08:38 GMT 2025","Fri Feb 21 06:11:46 GMT 2025","187872","","","","","","Unbroken evergreen funnel -- @1.1 ",""
"passed","Fri Feb 21 05:23:09 GMT 2025","Fri Feb 21 05:25:18 GMT 2025","128628","","","","","","BB Live funnel -- @1.3 ",""
"passed","Fri Feb 21 05:33:12 GMT 2025","Fri Feb 21 05:34:48 GMT 2025","96176","","","","","","BB Live funnel -- @1.8 ",""
"passed","Fri Feb 21 06:17:11 GMT 2025","Fri Feb 21 06:20:18 GMT 2025","187063","","","","","","BB Evergreen nightly -- @1.2 ",""
"passed","Fri Feb 21 05:29:21 GMT 2025","Fri Feb 21 05:31:18 GMT 2025","116770","","","","","","BB Live funnel -- @1.6 ",""
"passed","Fri Feb 21 06:20:18 GMT 2025","Fri Feb 21 06:23:22 GMT 2025","184333","","","","","","Ageless Evergreen nightly -- @1.1 ",""
"passed","Fri Feb 21 05:18:32 GMT 2025","Fri Feb 21 05:21:00 GMT 2025","148103","","","","","","BB Live funnel -- @1.1 ",""
"passed","Fri Feb 21 06:05:16 GMT 2025","Fri Feb 21 06:06:02 GMT 2025","45815","","","","","","Unbroken live nightly -- @1.1 ",""
"passed","Fri Feb 21 06:16:26 GMT 2025","Fri Feb 21 06:17:11 GMT 2025","45001","","","","","","BB Evergreen nightly -- @1.1 ",""
"passed","Fri Feb 21 05:51:10 GMT 2025","Fri Feb 21 05:53:18 GMT 2025","128434","","","","","","BB Live funnel -- @1.16 ",""
"passed","Fri Feb 21 06:28:10 GMT 2025","Fri Feb 21 06:30:36 GMT 2025","145227","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.2 ",""
"passed","Fri Feb 21 05:58:16 GMT 2025","Fri Feb 21 06:00:21 GMT 2025","124989","","","","","","BB Live funnel -- @1.20 ",""
"passed","Fri Feb 21 06:01:47 GMT 2025","Fri Feb 21 06:03:55 GMT 2025","128251","","","","","","BB Live funnel -- @1.22 ",""
"passed","Fri Feb 21 05:39:23 GMT 2025","Fri Feb 21 05:41:21 GMT 2025","118063","","","","","","BB Live funnel -- @1.11 ",""
"passed","Fri Feb 21 06:31:18 GMT 2025","Fri Feb 21 06:33:37 GMT 2025","139215","","","","","","Restore Gut Supplement nightly -- @1.2 ",""
"passed","Fri Feb 21 05:44:00 GMT 2025","Fri Feb 21 05:45:56 GMT 2025","116385","","","","","","BB Live funnel -- @1.13 ",""
"passed","Fri Feb 21 06:03:55 GMT 2025","Fri Feb 21 06:05:16 GMT 2025","81438","","","","","","BB Live funnel -- @1.23 ",""
"passed","Fri Feb 21 06:24:55 GMT 2025","Fri Feb 21 06:27:22 GMT 2025","146374","","","","","","Restore Sleep Supplement nightly -- @1.2 ",""
"passed","Fri Feb 21 06:24:08 GMT 2025","Fri Feb 21 06:24:55 GMT 2025","47786","","","","","","Restore Sleep Supplement nightly -- @1.1 ",""
"passed","Fri Feb 21 06:13:18 GMT 2025","Fri Feb 21 06:16:26 GMT 2025","188186","","","","","","BB Live nightly -- @1.2 ",""
"passed","Fri Feb 21 05:34:48 GMT 2025","Fri Feb 21 05:36:47 GMT 2025","118772","","","","","","BB Live funnel -- @1.9 ",""
"passed","Fri Feb 21 06:23:22 GMT 2025","Fri Feb 21 06:24:08 GMT 2025","45491","","","","","","Ageless Evergreen nightly -- @1.2 ",""
"passed","Fri Feb 21 05:55:48 GMT 2025","Fri Feb 21 05:58:16 GMT 2025","147953","","","","","","BB Live funnel -- @1.19 ",""
"passed","Fri Feb 21 06:00:21 GMT 2025","Fri Feb 21 06:01:47 GMT 2025","86030","","","","","","BB Live funnel -- @1.21 ",""
