"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 26 22:47:31 GMT 2025","Sat Apr 26 22:49:08 GMT 2025","96808","","","","","","KM Live funnel -- @1.21 ",""
"passed","Sat Apr 26 22:07:16 GMT 2025","Sat Apr 26 22:09:34 GMT 2025","138409","","","","","","KM Live funnel -- @1.3 ",""
"passed","Sat Apr 26 22:24:53 GMT 2025","Sat Apr 26 22:27:04 GMT 2025","130680","","","","","","KM Live funnel -- @1.11 ",""
"passed","Sat Apr 26 22:29:55 GMT 2025","Sat Apr 26 22:32:02 GMT 2025","126830","","","","","","KM Live funnel -- @1.13 ",""
"passed","Sat Apr 26 22:37:37 GMT 2025","Sat Apr 26 22:39:53 GMT 2025","136278","","","","","","KM Live funnel -- @1.16 ",""
"passed","Sat Apr 26 21:54:06 GMT 2025","Sat Apr 26 21:56:13 GMT 2025","126954","","","","","","Unbroken evergreen funnel -- @1.18 ",""
"passed","Sat Apr 26 22:41:38 GMT 2025","Sat Apr 26 22:42:41 GMT 2025","63652","","","","","","KM Live funnel -- @1.18 ",""
"passed","Sat Apr 26 22:53:46 GMT 2025","Sat Apr 26 22:56:36 GMT 2025","169927","","","","","","Unbroken live nightly -- @1.2 ",""
"passed","Sat Apr 26 22:18:10 GMT 2025","Sat Apr 26 22:19:57 GMT 2025","107433","","","","","","KM Live funnel -- @1.8 ",""
"passed","Sat Apr 26 21:38:26 GMT 2025","Sat Apr 26 21:40:32 GMT 2025","125440","","","","","","Unbroken evergreen funnel -- @1.12 ",""
"passed","Sat Apr 26 22:45:18 GMT 2025","Sat Apr 26 22:47:31 GMT 2025","133531","","","","","","KM Live funnel -- @1.20 ",""
"passed","Sat Apr 26 21:45:55 GMT 2025","Sat Apr 26 21:49:12 GMT 2025","196553","","","","","","Unbroken evergreen funnel -- @1.15 ",""
"passed","Sat Apr 26 23:05:38 GMT 2025","Sat Apr 26 23:08:54 GMT 2025","195822","","","","","","BB Evergreen nightly -- @1.2 ",""
"passed","Sat Apr 26 23:01:32 GMT 2025","Sat Apr 26 23:04:50 GMT 2025","197344","","","","","","BB Live nightly -- @1.2 ",""
"passed","Sat Apr 26 23:17:53 GMT 2025","Sat Apr 26 23:20:22 GMT 2025","149467","","","","","","Restore Sleep Supplement nightly -- @1.2 ",""
"passed","Sat Apr 26 21:21:59 GMT 2025","Sat Apr 26 21:24:10 GMT 2025","131391","","","","","","Unbroken evergreen funnel -- @1.4 ",""
"passed","Sat Apr 26 21:26:31 GMT 2025","Sat Apr 26 21:28:40 GMT 2025","129752","","","","","","Unbroken evergreen funnel -- @1.6 ",""
"passed","Sat Apr 26 22:59:58 GMT 2025","Sat Apr 26 23:00:46 GMT 2025","47772","","","","","","Unbroken evergreen funnel -- @1.2 ",""
"passed","Sat Apr 26 23:00:46 GMT 2025","Sat Apr 26 23:01:32 GMT 2025","46900","","","","","","BB Live nightly -- @1.1 ",""
"passed","Sat Apr 26 21:30:55 GMT 2025","Sat Apr 26 21:33:07 GMT 2025","131802","","","","","","Unbroken evergreen funnel -- @1.8 ",""
"passed","Sat Apr 26 23:08:54 GMT 2025","Sat Apr 26 23:12:12 GMT 2025","198188","","","","","","Ageless Evergreen nightly -- @1.1 ",""
"passed","Sat Apr 26 22:05:01 GMT 2025","Sat Apr 26 22:07:16 GMT 2025","134642","","","","","","KM Live funnel -- @1.2 ",""
"passed","Sat Apr 26 21:37:38 GMT 2025","Sat Apr 26 21:38:26 GMT 2025","48567","","","","","","Unbroken evergreen funnel -- @1.11 ",""
"passed","Sat Apr 26 23:20:22 GMT 2025","Sat Apr 26 23:21:15 GMT 2025","53238","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.1 ",""
"passed","Sat Apr 26 22:00:19 GMT 2025","Sat Apr 26 22:02:26 GMT 2025","127301","","","","","","Unbroken evergreen funnel -- @1.21 ",""
"passed","Sat Apr 26 22:32:02 GMT 2025","Sat Apr 26 22:34:49 GMT 2025","167158","","","","","","KM Live funnel -- @1.14 ",""
"passed","Sat Apr 26 23:13:00 GMT 2025","Sat Apr 26 23:16:16 GMT 2025","196619","","","","","","Ageless Live nightly -- @1.1 ",""
"passed","Sat Apr 26 23:23:47 GMT 2025","Sat Apr 26 23:24:37 GMT 2025","50853","","","","","","Restore Gut Supplement nightly -- @1.1 ",""
"passed","Sat Apr 26 22:49:08 GMT 2025","Sat Apr 26 22:51:28 GMT 2025","139658","","","","","","KM Live funnel -- @1.22 ",""
"passed","Sat Apr 26 22:02:26 GMT 2025","Sat Apr 26 22:05:01 GMT 2025","154439","","","","","","KM Live funnel -- @1.1 ",""
"passed","Sat Apr 26 22:39:53 GMT 2025","Sat Apr 26 22:41:38 GMT 2025","104560","","","","","","KM Live funnel -- @1.17 ",""
"passed","Sat Apr 26 23:12:12 GMT 2025","Sat Apr 26 23:13:00 GMT 2025","47633","","","","","","Ageless Evergreen nightly -- @1.2 ",""
"passed","Sat Apr 26 21:24:10 GMT 2025","Sat Apr 26 21:26:31 GMT 2025","140343","","","","","","Unbroken evergreen funnel -- @1.5 ",""
"passed","Sat Apr 26 21:20:11 GMT 2025","Sat Apr 26 21:21:59 GMT 2025","107999","","","","","","Unbroken evergreen funnel -- @1.3 ",""
"passed","Sat Apr 26 22:16:05 GMT 2025","Sat Apr 26 22:18:10 GMT 2025","124131","","","","","","KM Live funnel -- @1.7 ",""
"passed","Sat Apr 26 22:51:28 GMT 2025","Sat Apr 26 22:52:58 GMT 2025","90097","","","","","","KM Live funnel -- @1.23 ",""
"passed","Sat Apr 26 23:21:15 GMT 2025","Sat Apr 26 23:23:47 GMT 2025","151223","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.2 ",""
"passed","Sat Apr 26 22:13:59 GMT 2025","Sat Apr 26 22:16:05 GMT 2025","126695","","","","","","KM Live funnel -- @1.6 ",""
"passed","Sat Apr 26 23:24:37 GMT 2025","Sat Apr 26 23:27:05 GMT 2025","147219","","","","","","Restore Gut Supplement nightly -- @1.2 ",""
"passed","Sat Apr 26 22:42:41 GMT 2025","Sat Apr 26 22:45:18 GMT 2025","156297","","","","","","KM Live funnel -- @1.19 ",""
"passed","Sat Apr 26 21:33:07 GMT 2025","Sat Apr 26 21:35:16 GMT 2025","129629","","","","","","Unbroken evergreen funnel -- @1.9 ",""
"passed","Sat Apr 26 21:57:58 GMT 2025","Sat Apr 26 22:00:19 GMT 2025","141303","","","","","","Unbroken evergreen funnel -- @1.20 ",""
"passed","Sat Apr 26 21:18:42 GMT 2025","Sat Apr 26 21:20:11 GMT 2025","88716","","","","","","Unbroken evergreen funnel -- @1.2 ",""
"passed","Sat Apr 26 22:22:08 GMT 2025","Sat Apr 26 22:24:53 GMT 2025","165732","","","","","","KM Live funnel -- @1.10 ",""
"passed","Sat Apr 26 21:51:49 GMT 2025","Sat Apr 26 21:54:06 GMT 2025","136764","","","","","","Unbroken evergreen funnel -- @1.17 ",""
"passed","Sat Apr 26 23:17:02 GMT 2025","Sat Apr 26 23:17:53 GMT 2025","51002","","","","","","Restore Sleep Supplement nightly -- @1.1 ",""
"passed","Sat Apr 26 21:49:12 GMT 2025","Sat Apr 26 21:51:49 GMT 2025","157366","","","","","","Unbroken evergreen funnel -- @1.16 ",""
"passed","Sat Apr 26 22:27:04 GMT 2025","Sat Apr 26 22:29:55 GMT 2025","171277","","","","","","KM Live funnel -- @1.12 ",""
"passed","Sat Apr 26 21:35:16 GMT 2025","Sat Apr 26 21:37:38 GMT 2025","141394","","","","","","Unbroken evergreen funnel -- @1.10 ",""
"passed","Sat Apr 26 21:43:08 GMT 2025","Sat Apr 26 21:45:55 GMT 2025","166875","","","","","","Unbroken evergreen funnel -- @1.14 ",""
"passed","Sat Apr 26 21:15:47 GMT 2025","Sat Apr 26 21:18:42 GMT 2025","174893","","","","","","Unbroken evergreen funnel -- @1.1 ",""
"passed","Sat Apr 26 22:56:36 GMT 2025","Sat Apr 26 22:59:58 GMT 2025","201558","","","","","","Unbroken evergreen funnel -- @1.1 ",""
