"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 11 07:15:52 GMT 2025","Wed Jun 11 07:17:20 GMT 2025","88071","","","","","","Unbroken live funnel -- @1.2 ",""
"passed","Wed Jun 11 07:21:21 GMT 2025","Wed Jun 11 07:23:41 GMT 2025","140290","","","","","","Unbroken live funnel -- @1.5 ",""
"passed","Wed Jun 11 07:55:25 GMT 2025","Wed Jun 11 07:57:48 GMT 2025","143208","","","","","","Unbroken live funnel -- @1.20 ",""
"passed","Wed Jun 11 07:32:19 GMT 2025","Wed Jun 11 07:34:38 GMT 2025","139049","","","","","","Unbroken live funnel -- @1.10 ",""
"passed","Wed Jun 11 07:19:07 GMT 2025","Wed Jun 11 07:21:21 GMT 2025","134079","","","","","","Unbroken live funnel -- @1.4 ",""
"passed","Wed Jun 11 07:57:48 GMT 2025","Wed Jun 11 07:59:52 GMT 2025","124579","","","","","","Unbroken live funnel -- @1.21 ",""
"passed","Wed Jun 11 07:35:27 GMT 2025","Wed Jun 11 07:37:30 GMT 2025","123396","","","","","","Unbroken live funnel -- @1.12 ",""
"passed","Wed Jun 11 07:42:51 GMT 2025","Wed Jun 11 07:46:05 GMT 2025","194266","","","","","","Unbroken live funnel -- @1.15 ",""
"passed","Wed Jun 11 07:23:41 GMT 2025","Wed Jun 11 07:25:49 GMT 2025","128515","","","","","","Unbroken live funnel -- @1.6 ",""
"passed","Wed Jun 11 07:40:03 GMT 2025","Wed Jun 11 07:42:51 GMT 2025","167289","","","","","","Unbroken live funnel -- @1.14 ",""
"passed","Wed Jun 11 07:37:30 GMT 2025","Wed Jun 11 07:40:03 GMT 2025","153426","","","","","","Unbroken live funnel -- @1.13 ",""
"passed","Wed Jun 11 07:17:20 GMT 2025","Wed Jun 11 07:19:07 GMT 2025","106209","","","","","","Unbroken live funnel -- @1.3 ",""
"passed","Wed Jun 11 07:48:38 GMT 2025","Wed Jun 11 07:50:53 GMT 2025","135234","","","","","","Unbroken live funnel -- @1.17 ",""
"passed","Wed Jun 11 07:25:49 GMT 2025","Wed Jun 11 07:28:04 GMT 2025","134031","","","","","","Unbroken live funnel -- @1.7 ",""
"passed","Wed Jun 11 07:34:38 GMT 2025","Wed Jun 11 07:35:27 GMT 2025","48360","","","","","","Unbroken live funnel -- @1.11 ",""
"passed","Wed Jun 11 07:53:08 GMT 2025","Wed Jun 11 07:55:25 GMT 2025","136769","","","","","","Unbroken live funnel -- @1.19 ",""
"passed","Wed Jun 11 07:30:12 GMT 2025","Wed Jun 11 07:32:19 GMT 2025","126866","","","","","","Unbroken live funnel -- @1.9 ",""
"passed","Wed Jun 11 07:46:05 GMT 2025","Wed Jun 11 07:48:38 GMT 2025","152775","","","","","","Unbroken live funnel -- @1.16 ",""
"passed","Wed Jun 11 07:28:04 GMT 2025","Wed Jun 11 07:30:12 GMT 2025","128770","","","","","","Unbroken live funnel -- @1.8 ",""
"passed","Wed Jun 11 07:50:53 GMT 2025","Wed Jun 11 07:53:08 GMT 2025","134776","","","","","","Unbroken live funnel -- @1.18 ",""
"passed","Wed Jun 11 07:13:02 GMT 2025","Wed Jun 11 07:15:52 GMT 2025","170014","","","","","","Unbroken live funnel -- @1.1 ",""
