"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","CR Evergreen funnel -- @1.6 ","","2026-03-06","skipped","2026-03-06","","","",""
"","3","CR Evergreen funnel -- @1.9 ","","2026-03-06","skipped","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.15 ","","2026-03-06","skipped","2026-03-06","","","",""
"","3","CR Evergreen funnel -- @1.18 ","","2026-03-06","skipped","2026-03-06","","","",""
"","3","CR Evergreen funnel -- @1.8 ","","2026-03-06","skipped","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.22 ","","2026-03-06","skipped","2026-03-06","","","",""
"","3","CR Evergreen funnel -- @1.13 ","","2026-03-06","skipped","2026-03-06","","","",""
"","153277","CR Evergreen funnel -- @1.2 ","","2026-03-06","passed","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.14 ","","2026-03-06","skipped","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.16 ","","2026-03-06","skipped","2026-03-06","","","",""
"","170986","CR Evergreen funnel -- @1.1 ","","2026-03-06","passed","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.17 ","","2026-03-06","skipped","2026-03-06","","","",""
"","148495","CR Evergreen funnel -- @1.4 ","","2026-03-06","passed","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.21 ","","2026-03-06","skipped","2026-03-06","","","",""
"","70702","CR Evergreen funnel -- @1.5 ","","2026-03-06","failed","2026-03-06","","","",""
"","3","CR Evergreen funnel -- @1.23 ","","2026-03-06","skipped","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.11 ","","2026-03-06","skipped","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.12 ","","2026-03-06","skipped","2026-03-06","","","",""
"","3","CR Evergreen funnel -- @1.19 ","","2026-03-06","skipped","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.20 ","","2026-03-06","skipped","2026-03-06","","","",""
"","153017","CR Evergreen funnel -- @1.3 ","","2026-03-06","passed","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.10 ","","2026-03-06","skipped","2026-03-06","","","",""
"","2","CR Evergreen funnel -- @1.7 ","","2026-03-06","skipped","2026-03-06","","","",""
