"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","155222","Restore Sleep Supplement funnel -- @1.11 ","","2026-02-24","passed","2026-02-24","","","",""
"","149599","Restore Sleep Supplement funnel -- @1.12 ","","2026-02-24","passed","2026-02-24","","","",""
"","130720","Restore Sleep Supplement funnel -- @1.15 ","","2026-02-24","passed","2026-02-24","","","",""
"","153603","Restore Sleep Supplement funnel -- @1.16 ","","2026-02-24","passed","2026-02-24","","","",""
"","155119","Restore Sleep Supplement funnel -- @1.1 ","","2026-02-24","passed","2026-02-24","","","",""
"","150413","Restore Sleep Supplement funnel -- @1.8 ","","2026-02-24","passed","2026-02-24","","","",""
"","149877","Restore Sleep Supplement funnel -- @1.7 ","","2026-02-24","passed","2026-02-24","","","",""
"","121712","Restore Sleep Supplement funnel -- @1.4 ","","2026-02-24","passed","2026-02-24","","","",""
"","121461","Restore Sleep Supplement funnel -- @1.9 ","","2026-02-24","passed","2026-02-24","","","",""
"","108838","Restore Sleep Supplement funnel -- @1.2 ","","2026-02-24","passed","2026-02-24","","","",""
"","130893","Restore Sleep Supplement funnel -- @1.10 ","","2026-02-24","passed","2026-02-24","","","",""
"","153165","Restore Sleep Supplement funnel -- @1.6 ","","2026-02-24","passed","2026-02-24","","","",""
"","151330","Restore Sleep Supplement funnel -- @1.14 ","","2026-02-24","passed","2026-02-24","","","",""
"","132242","Restore Sleep Supplement funnel -- @1.5 ","","2026-02-24","passed","2026-02-24","","","",""
"","157783","Restore Sleep Supplement funnel -- @1.13 ","","2026-02-24","passed","2026-02-24","","","",""
"","154345","Restore Sleep Supplement funnel -- @1.3 ","","2026-02-24","passed","2026-02-24","","","",""
