"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 30 11:43:25 GMT 2025","Mon Jun 30 11:46:14 GMT 2025","169730","","","","","","LG Evergreen funnel -- @1.14 ",""
"passed","Mon Jun 30 12:54:33 GMT 2025","Mon Jun 30 12:56:07 GMT 2025","93616","","","","","","KM Live funnel -- @1.23 ",""
"passed","Mon Jun 30 11:22:43 GMT 2025","Mon Jun 30 11:24:55 GMT 2025","132576","","","","","","LG Evergreen funnel -- @1.4 ",""
"passed","Mon Jun 30 12:42:25 GMT 2025","Mon Jun 30 12:44:13 GMT 2025","107208","","","","","","KM Live funnel -- @1.17 ",""
"passed","Mon Jun 30 12:29:15 GMT 2025","Mon Jun 30 12:32:06 GMT 2025","171100","","","","","","KM Live funnel -- @1.12 ",""
"passed","Mon Jun 30 11:40:48 GMT 2025","Mon Jun 30 11:43:25 GMT 2025","156829","","","","","","LG Evergreen funnel -- @1.13 ",""
"passed","Mon Jun 30 12:34:17 GMT 2025","Mon Jun 30 12:37:11 GMT 2025","173989","","","","","","KM Live funnel -- @1.14 ",""
"passed","Mon Jun 30 11:27:17 GMT 2025","Mon Jun 30 11:29:23 GMT 2025","125952","","","","","","LG Evergreen funnel -- @1.6 ",""
"passed","Mon Jun 30 12:13:35 GMT 2025","Mon Jun 30 12:15:44 GMT 2025","129660","","","","","","KM Live funnel -- @1.5 ",""
"passed","Mon Jun 30 12:44:13 GMT 2025","Mon Jun 30 12:45:18 GMT 2025","65193","","","","","","KM Live funnel -- @1.18 ",""
"passed","Mon Jun 30 11:39:17 GMT 2025","Mon Jun 30 11:40:48 GMT 2025","91197","","","","","","LG Evergreen funnel -- @1.12 ",""
"passed","Mon Jun 30 11:31:37 GMT 2025","Mon Jun 30 11:33:47 GMT 2025","130089","","","","","","LG Evergreen funnel -- @1.8 ",""
"passed","Mon Jun 30 11:59:13 GMT 2025","Mon Jun 30 12:01:38 GMT 2025","145092","","","","","","LG Evergreen funnel -- @1.20 ",""
"passed","Mon Jun 30 11:15:56 GMT 2025","Mon Jun 30 11:18:47 GMT 2025","170684","","","","","","LG Evergreen funnel -- @1.1 ",""
"passed","Mon Jun 30 12:27:04 GMT 2025","Mon Jun 30 12:29:15 GMT 2025","131197","","","","","","KM Live funnel -- @1.11 ",""
"passed","Mon Jun 30 12:03:48 GMT 2025","Mon Jun 30 12:06:27 GMT 2025","158936","","","","","","KM Live funnel -- @1.1 ",""
"passed","Mon Jun 30 12:52:11 GMT 2025","Mon Jun 30 12:54:33 GMT 2025","142266","","","","","","KM Live funnel -- @1.22 ",""
"passed","Mon Jun 30 12:32:06 GMT 2025","Mon Jun 30 12:34:17 GMT 2025","131156","","","","","","KM Live funnel -- @1.13 ",""
"passed","Mon Jun 30 11:20:51 GMT 2025","Mon Jun 30 11:22:43 GMT 2025","112367","","","","","","LG Evergreen funnel -- @1.3 ",""
"passed","Mon Jun 30 11:24:55 GMT 2025","Mon Jun 30 11:27:17 GMT 2025","141547","","","","","","LG Evergreen funnel -- @1.5 ",""
"passed","Mon Jun 30 11:56:49 GMT 2025","Mon Jun 30 11:59:13 GMT 2025","144685","","","","","","LG Evergreen funnel -- @1.19 ",""
"passed","Mon Jun 30 11:49:33 GMT 2025","Mon Jun 30 11:52:15 GMT 2025","161802","","","","","","LG Evergreen funnel -- @1.16 ",""
"passed","Mon Jun 30 12:06:27 GMT 2025","Mon Jun 30 12:08:50 GMT 2025","142172","","","","","","KM Live funnel -- @1.2 ",""
"passed","Mon Jun 30 12:40:03 GMT 2025","Mon Jun 30 12:42:25 GMT 2025","142088","","","","","","KM Live funnel -- @1.16 ",""
"passed","Mon Jun 30 11:54:39 GMT 2025","Mon Jun 30 11:56:49 GMT 2025","129803","","","","","","LG Evergreen funnel -- @1.18 ",""
"passed","Mon Jun 30 12:15:44 GMT 2025","Mon Jun 30 12:17:54 GMT 2025","129272","","","","","","KM Live funnel -- @1.6 ",""
"passed","Mon Jun 30 11:46:14 GMT 2025","Mon Jun 30 11:49:33 GMT 2025","198677","","","","","","LG Evergreen funnel -- @1.15 ",""
"passed","Mon Jun 30 11:18:47 GMT 2025","Mon Jun 30 11:20:51 GMT 2025","123783","","","","","","LG Evergreen funnel -- @1.2 ",""
"passed","Mon Jun 30 12:08:50 GMT 2025","Mon Jun 30 12:11:16 GMT 2025","146767","","","","","","KM Live funnel -- @1.3 ",""
"passed","Mon Jun 30 11:33:47 GMT 2025","Mon Jun 30 11:35:57 GMT 2025","130012","","","","","","LG Evergreen funnel -- @1.9 ",""
"passed","Mon Jun 30 12:24:15 GMT 2025","Mon Jun 30 12:27:04 GMT 2025","168803","","","","","","KM Live funnel -- @1.10 ",""
"failed","Mon Jun 30 12:19:58 GMT 2025","Mon Jun 30 12:21:58 GMT 2025","119663","","","","","","KM Live funnel -- @1.8 ",""
"passed","Mon Jun 30 11:38:22 GMT 2025","Mon Jun 30 11:39:17 GMT 2025","54232","","","","","","LG Evergreen funnel -- @1.11 ",""
"passed","Mon Jun 30 11:52:15 GMT 2025","Mon Jun 30 11:54:39 GMT 2025","144101","","","","","","LG Evergreen funnel -- @1.17 ",""
"passed","Mon Jun 30 12:01:38 GMT 2025","Mon Jun 30 12:03:48 GMT 2025","130044","","","","","","LG Evergreen funnel -- @1.21 ",""
"passed","Mon Jun 30 11:35:57 GMT 2025","Mon Jun 30 11:38:22 GMT 2025","144935","","","","","","LG Evergreen funnel -- @1.10 ",""
"passed","Mon Jun 30 11:29:23 GMT 2025","Mon Jun 30 11:31:37 GMT 2025","134279","","","","","","LG Evergreen funnel -- @1.7 ",""
"passed","Mon Jun 30 12:11:16 GMT 2025","Mon Jun 30 12:13:35 GMT 2025","138231","","","","","","KM Live funnel -- @1.4 ",""
"passed","Mon Jun 30 12:48:01 GMT 2025","Mon Jun 30 12:50:18 GMT 2025","137409","","","","","","KM Live funnel -- @1.20 ",""
"passed","Mon Jun 30 12:21:58 GMT 2025","Mon Jun 30 12:24:15 GMT 2025","136989","","","","","","KM Live funnel -- @1.9 ",""
"failed","Mon Jun 30 12:50:18 GMT 2025","Mon Jun 30 12:52:11 GMT 2025","113145","","","","","","KM Live funnel -- @1.21 ",""
"passed","Mon Jun 30 12:37:11 GMT 2025","Mon Jun 30 12:40:03 GMT 2025","172221","","","","","","KM Live funnel -- @1.15 ",""
"passed","Mon Jun 30 12:45:18 GMT 2025","Mon Jun 30 12:48:01 GMT 2025","162802","","","","","","KM Live funnel -- @1.19 ",""
"passed","Mon Jun 30 12:17:54 GMT 2025","Mon Jun 30 12:19:58 GMT 2025","124697","","","","","","KM Live funnel -- @1.7 ",""
