"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Supplement tests","","0","0","16","0","0"
"","Nightly tests","","2","0","30","0","0"
"","Docuseries tests","","1","0","20","0","0"
