"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 12 06:23:59 GMT 2025","Wed Feb 12 06:24:46 GMT 2025","46392","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.1 ",""
"failed","Wed Feb 12 05:59:54 GMT 2025","Wed Feb 12 06:00:32 GMT 2025","37612","","","","","","BB Live funnel -- @1.22 ",""
"passed","Wed Feb 12 06:19:54 GMT 2025","Wed Feb 12 06:20:39 GMT 2025","45718","","","","","","Ageless Evergreen nightly -- @1.2 ",""
"passed","Wed Feb 12 05:29:23 GMT 2025","Wed Feb 12 05:31:19 GMT 2025","116150","","","","","","BB Live funnel -- @1.6 ",""
"passed","Wed Feb 12 05:27:26 GMT 2025","Wed Feb 12 05:29:23 GMT 2025","116714","","","","","","BB Live funnel -- @1.5 ",""
"passed","Wed Feb 12 06:01:52 GMT 2025","Wed Feb 12 06:02:41 GMT 2025","48708","","","","","","Unbroken live nightly -- @1.1 ",""
"passed","Wed Feb 12 05:53:13 GMT 2025","Wed Feb 12 05:54:51 GMT 2025","97950","","","","","","BB Live funnel -- @1.17 ",""
"passed","Wed Feb 12 05:25:23 GMT 2025","Wed Feb 12 05:27:26 GMT 2025","123897","","","","","","BB Live funnel -- @1.4 ",""
"passed","Wed Feb 12 05:33:13 GMT 2025","Wed Feb 12 05:34:48 GMT 2025","95123","","","","","","BB Live funnel -- @1.8 ",""
"passed","Wed Feb 12 06:27:55 GMT 2025","Wed Feb 12 06:30:15 GMT 2025","139790","","","","","","Restore Gut Supplement nightly -- @1.2 ",""
"passed","Wed Feb 12 06:08:26 GMT 2025","Wed Feb 12 06:09:11 GMT 2025","44362","","","","","","Unbroken evergreen funnel -- @1.2 ",""
"passed","Wed Feb 12 05:18:39 GMT 2025","Wed Feb 12 05:21:07 GMT 2025","148324","","","","","","BB Live funnel -- @1.1 ",""
"passed","Wed Feb 12 06:27:11 GMT 2025","Wed Feb 12 06:27:55 GMT 2025","43831","","","","","","Restore Gut Supplement nightly -- @1.1 ",""
"failed","Wed Feb 12 05:57:48 GMT 2025","Wed Feb 12 05:58:27 GMT 2025","38786","","","","","","BB Live funnel -- @1.20 ",""
"passed","Wed Feb 12 05:21:07 GMT 2025","Wed Feb 12 05:23:14 GMT 2025","126617","","","","","","BB Live funnel -- @1.2 ",""
"passed","Wed Feb 12 05:36:51 GMT 2025","Wed Feb 12 05:39:25 GMT 2025","154033","","","","","","BB Live funnel -- @1.10 ",""
"passed","Wed Feb 12 05:58:27 GMT 2025","Wed Feb 12 05:59:54 GMT 2025","87230","","","","","","BB Live funnel -- @1.21 ",""
"passed","Wed Feb 12 06:05:20 GMT 2025","Wed Feb 12 06:08:26 GMT 2025","185893","","","","","","Unbroken evergreen funnel -- @1.1 ",""
"failed","Wed Feb 12 05:54:51 GMT 2025","Wed Feb 12 05:55:20 GMT 2025","29420","","","","","","BB Live funnel -- @1.18 ",""
"passed","Wed Feb 12 06:12:59 GMT 2025","Wed Feb 12 06:13:44 GMT 2025","45428","","","","","","BB Evergreen nightly -- @1.1 ",""
"passed","Wed Feb 12 05:31:19 GMT 2025","Wed Feb 12 05:33:13 GMT 2025","113226","","","","","","BB Live funnel -- @1.7 ",""
"passed","Wed Feb 12 05:23:14 GMT 2025","Wed Feb 12 05:25:23 GMT 2025","128699","","","","","","BB Live funnel -- @1.3 ",""
"passed","Wed Feb 12 05:51:06 GMT 2025","Wed Feb 12 05:53:13 GMT 2025","126969","","","","","","BB Live funnel -- @1.16 ",""
"passed","Wed Feb 12 06:16:49 GMT 2025","Wed Feb 12 06:19:54 GMT 2025","184954","","","","","","Ageless Evergreen nightly -- @1.1 ",""
"passed","Wed Feb 12 06:09:11 GMT 2025","Wed Feb 12 06:09:55 GMT 2025","44130","","","","","","BB Live nightly -- @1.1 ",""
"passed","Wed Feb 12 06:21:34 GMT 2025","Wed Feb 12 06:23:59 GMT 2025","144856","","","","","","Restore Sleep Supplement nightly -- @1.2 ",""
"passed","Wed Feb 12 05:45:54 GMT 2025","Wed Feb 12 05:48:30 GMT 2025","155535","","","","","","BB Live funnel -- @1.14 ",""
"passed","Wed Feb 12 05:43:56 GMT 2025","Wed Feb 12 05:45:54 GMT 2025","117670","","","","","","BB Live funnel -- @1.13 ",""
"passed","Wed Feb 12 05:39:25 GMT 2025","Wed Feb 12 05:41:20 GMT 2025","115501","","","","","","BB Live funnel -- @1.11 ",""
"passed","Wed Feb 12 06:09:55 GMT 2025","Wed Feb 12 06:12:59 GMT 2025","184326","","","","","","BB Live nightly -- @1.2 ",""
"passed","Wed Feb 12 05:41:20 GMT 2025","Wed Feb 12 05:43:56 GMT 2025","155919","","","","","","BB Live funnel -- @1.12 ",""
"passed","Wed Feb 12 06:24:46 GMT 2025","Wed Feb 12 06:27:11 GMT 2025","145511","","","","","","Restore Sleep - Buy 2, Get 3 Free bottles Supplement nightly -- @1.2 ",""
"passed","Wed Feb 12 05:48:30 GMT 2025","Wed Feb 12 05:51:06 GMT 2025","156378","","","","","","BB Live funnel -- @1.15 ",""
"passed","Wed Feb 12 05:34:48 GMT 2025","Wed Feb 12 05:36:51 GMT 2025","123316","","","","","","BB Live funnel -- @1.9 ",""
"passed","Wed Feb 12 06:20:39 GMT 2025","Wed Feb 12 06:21:34 GMT 2025","54906","","","","","","Restore Sleep Supplement nightly -- @1.1 ",""
"passed","Wed Feb 12 06:13:44 GMT 2025","Wed Feb 12 06:16:49 GMT 2025","184301","","","","","","BB Evergreen nightly -- @1.2 ",""
